Timestamp,Injection_Temperature,Injection_Pressure,Cycle_Time,Cooling_Time,Material_Viscosity,Ambient_Temperature,Machine_Age,Operator_Experience,Maintenance_Hours,Shift,Machine_Type,Material_Grade,Day_of_Week,Temperature_Pressure_Ratio,Total_Cycle_Time,Efficiency_Score,Machine_Utilization,Parts_Per_Hour
2024-01-01 00:00:00,227.4507122951685,93.99355436586002,39.598573800204946,12.368769768490436,456.8253197517533,23.72872095393189,6,11.0,4.4037388414683125,Night,Type_A,Premium,Sunday,2.4198543594791673,51.967343568695384,117.71121652440493,91.5095592249481,100.72497088550818
2024-01-01 01:00:00,217.92603548243224,89.24633682912769,43.84385063427586,16.558459956881993,,23.63975767484844,9,19.0,1.6951752194063916,Day,Type_B,Premium,Wednesday,2.4418485197849247,60.40231059115786,115.58552565821917,101.62185133247772,101.08492523453299
2024-01-01 02:00:00,229.71532807151038,80.59630369920174,38.66064063200031,18.345577866313423,500.9008436022223,19.613070482109954,7,10.0,4.832196273463406,Night,Type_B,Premium,Tuesday,2.8501968145939376,57.00621849831373,115.49658882039022,85.62023177956726,81.73107632152175
2024-01-01 03:00:00,242.84544784612038,73.53063222294426,42.53630776288768,27.550750629360763,523.6315172921703,24.00972942489569,14,12.0,4.23263148984744,Day,Type_A,Standard,Monday,3.3026432726678454,70.08705839224845,102.69789446954232,75.16645142965295,77.71824634544647
2024-01-01 04:00:00,216.48769937914997,86.9822331361359,29.851082664369713,22.226212498135034,431.6570818359587,27.198487245465234,11,1.0,6.160145788155107,Evening,Type_A,Economy,Monday,2.488872630348833,52.07729516250475,97.98043736446533,77.46620419232609,77.39433923524929
2024-01-01 05:00:00,216.4879456457623,83.9348538542175,46.706349658983505,14.658073723600435,529.6283636923665,21.177303642769616,5,7.0,5.182602342119337,Day,Type_A,Economy,Friday,2.5792377743549784,61.36442338258394,116.04780702635802,96.77431449388882,85.44885692257624
2024-01-01 06:00:00,243.68819223261087,88.95193220027733,45.00964380289779,21.944145157670548,364.78041841986123,28.145447953151777,9,17.0,7.672763606906376,Night,Type_A,Standard,Friday,2.7395491722871324,66.95378896056835,130.51829082071913,91.21035193154655,99.24528947552363
2024-01-01 07:00:00,231.51152093729362,86.35171801681969,38.463290951454475,13.810784044246539,468.5057723818095,26.463324463253013,6,10.0,5.140176950417134,Day,Type_B,Standard,Tuesday,2.681029703337223,52.274074995701014,118.4205308512514,83.2708988750952,97.10296093292231
2024-01-01 08:00:00,212.95788421097572,90.49552715319335,50.27396534745924,24.330764215548292,475.58630787742277,22.797300034086888,6,6.0,3.8755886075594725,Evening,Type_A,Economy,Friday,2.353242098368847,74.60472956300754,108.62676582267842,82.6131988841361,71.93381662638502
2024-01-01 09:00:00,228.13840065378946,74.64764788439432,52.500561101012465,18.115501392728486,531.6663413035619,24.575411087986456,11,17.0,5.115394444331568,Day,Type_A,Standard,Friday,3.0562034721724114,70.61606249374096,118.84618333299471,83.27134461436349,88.72916620576548
